mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID
"m00106r"	"m00106"	"lneldccoa"	""	""	""	""	"LMFA07050060"	""	""	"lneldccoa"	"MNXM4036"	"m00106r"
"m00107c"	"m00107"	"strdnccrn"	""	""	""	"53477835"	""	""	""	"strdnccrn"	"MNXM9118"	"m00107c"
"m00107m"	"m00107"	"strdnccrn"	""	""	""	"53477835"	""	""	""	"strdnccrn"	"MNXM9118"	"m00107m"
"m00107r"	"m00107"	"strdnccrn"	""	""	""	"53477835"	""	""	""	"strdnccrn"	"MNXM9118"	"m00107r"
"m00108c"	"m00108"	"strdnccoa"	"C16163"	""	"CHEBI:63545"	"23724640"	"LMFA07050046"	"CE4815"	""	"strdnccoa"	"MNXM3361"	"m00108c"
"m00108m"	"m00108"	"strdnccoa"	"C16163"	""	"CHEBI:63545"	"23724640"	"LMFA07050046"	"CE4815"	""	"strdnccoa"	"MNXM3361"	"m00108m"
"m00108r"	"m00108"	"strdnccoa"	"C16163"	""	"CHEBI:63545"	"23724640"	"LMFA07050046"	"CE4815"	""	"strdnccoa"	"MNXM3361"	"m00108r"
"m00109c"	"m00109"	"tetpent6crn"	""	""	""	""	""	""	""	"tetpent6crn"	"MNXM9140"	"m00109c"
"m00109r"	"m00109"	"tetpent6crn"	""	""	""	""	""	""	""	"tetpent6crn"	"MNXM9140"	"m00109r"
"m00110c"	"m00110"	"tetpent6coa"	"C16172"	""	"CHEBI:63546"	"23724649"	"LMFA07050042"	"CE4836"	""	"tetpent6coa"	"MNXM5944"	"m00110c"
"m00110p"	"m00110"	"tetpent6coa"	"C16172"	""	"CHEBI:63546"	"23724649"	"LMFA07050042"	"CE4836"	""	"tetpent6coa"	"MNXM5944"	"m00110p"
"m00110r"	"m00110"	"tetpent6coa"	"C16172"	""	"CHEBI:63546"	"23724649"	"LMFA07050042"	"CE4836"	""	"tetpent6coa"	"MNXM5944"	"m00110r"
"m00111c"	"m00111"	"tetpent6"	""	""	""	"14505435"	"LMFA01030820"	"CE4839"	""	"tetpent6"	"MNXM12998"	"m00111c"
"m00111l"	"m00111"	"tetpent6"	""	""	""	"14505435"	"LMFA01030820"	"CE4839"	""	"tetpent6"	"MNXM12998"	"m00111l"
"m00111r"	"m00111"	"tetpent6"	""	""	""	"14505435"	"LMFA01030820"	"CE4839"	""	"tetpent6"	"MNXM12998"	"m00111r"
"m00111s"	"m00111"	"tetpent6"	""	""	""	"14505435"	"LMFA01030820"	"CE4839"	""	"tetpent6"	"MNXM12998"	"m00111s"
"m00112c"	"m00112"	""	""	""	""	""	""	""	""	"M00112"	""	"m00112c"
"m00112r"	"m00112"	""	""	""	""	""	""	""	""	"M00112"	""	"m00112r"
"m00113c"	"m00113"	"tethex3coa"	"C16168"	""	""	"53477806"	"LMFA07050051"	""	""	"tethex3coa"	"MNXM6449;MNXM846"	"m00113c"
"m00113p"	"m00113"	"tethex3coa"	"C16168"	""	""	"53477806"	"LMFA07050051"	""	""	"tethex3coa"	"MNXM6449;MNXM846"	"m00113p"
"m00113r"	"m00113"	"tethex3coa"	"C16168"	""	""	"53477806"	"LMFA07050051"	""	""	"tethex3coa"	"MNXM6449;MNXM846"	"m00113r"
"m00114c"	"m00114"	"tethex3"	""	"HMDB13025"	""	"53481586"	"LMFA01030822"	"CE4786"	""	"tethex3"	"MNXM12996;MNXM38482;MNXM83807"	"m00114c"
"m00114l"	"m00114"	"tethex3"	""	"HMDB13025"	""	"53481586"	"LMFA01030822"	"CE4786"	""	"tethex3"	"MNXM12996;MNXM38482;MNXM83807"	"m00114l"
"m00114r"	"m00114"	"tethex3"	""	"HMDB13025"	""	"53481586"	"LMFA01030822"	"CE4786"	""	"tethex3"	"MNXM12996;MNXM38482;MNXM83807"	"m00114r"
"m00114s"	"m00114"	"tethex3"	""	"HMDB13025"	""	"53481586"	"LMFA01030822"	"CE4786"	""	"tethex3"	"MNXM12996;MNXM38482;MNXM83807"	"m00114s"
"m00115c"	"m00115"	""	""	""	""	""	"LMFA01030068"	""	""	"M00115"	"MNXM24151;MNXM26693"	"m00115c"
"m00115l"	"m00115"	""	""	""	""	""	"LMFA01030068"	""	""	"M00115"	"MNXM24151;MNXM26693"	"m00115l"
"m00115r"	"m00115"	""	""	""	""	""	"LMFA01030068"	""	""	"M00115"	"MNXM24151;MNXM26693"	"m00115r"
"m00115s"	"m00115"	""	""	""	""	""	"LMFA01030068"	""	""	"M00115"	"MNXM24151;MNXM26693"	"m00115s"
"m00116c"	"m00116"	""	""	""	""	""	""	""	""	"M00116"	""	"m00116c"
"m00116m"	"m00116"	""	""	""	""	""	""	""	""	"M00116"	""	"m00116m"
"m00116r"	"m00116"	""	""	""	""	""	""	""	""	"M00116"	""	"m00116r"
"m00117c"	"m00117"	""	""	""	"CHEBI:53206"	""	"LMFA01030249"	""	""	"M00117"	"MNXM153529"	"m00117c"
"m00117l"	"m00117"	""	""	""	"CHEBI:53206"	""	"LMFA01030249"	""	""	"M00117"	"MNXM153529"	"m00117l"
"m00117r"	"m00117"	""	""	""	"CHEBI:53206"	""	"LMFA01030249"	""	""	"M00117"	"MNXM153529"	"m00117r"
"m00117s"	"m00117"	""	""	""	"CHEBI:53206"	""	"LMFA01030249"	""	""	"M00117"	"MNXM153529"	"m00117s"
"m00118c"	"m00118"	""	""	""	""	""	""	"CE0784"	"HC10784"	"CE0784;HC10784"	"MNXM163972;MNXM167439"	"m00118c"
"m00118m"	"m00118"	""	""	""	""	""	""	"CE0784"	"HC10784"	"CE0784;HC10784"	"MNXM163972;MNXM167439"	"m00118m"
"m00118p"	"m00118"	""	""	""	""	""	""	"CE0784"	"HC10784"	"CE0784;HC10784"	"MNXM163972;MNXM167439"	"m00118p"
"m00118r"	"m00118"	""	""	""	""	""	""	"CE0784"	"HC10784"	"CE0784;HC10784"	"MNXM163972;MNXM167439"	"m00118r"
"m00119c"	"m00119"	"adrncoa"	"C16170"	""	"CHEBI:63544"	""	"LMFA07050040"	""	""	"adrncoa"	"MNXM90397"	"m00119c"
"m00119m"	"m00119"	"adrncoa"	"C16170"	""	"CHEBI:63544"	""	"LMFA07050040"	""	""	"adrncoa"	"MNXM90397"	"m00119m"
"m00119r"	"m00119"	"adrncoa"	"C16170"	""	"CHEBI:63544"	""	"LMFA07050040"	""	""	"adrncoa"	"MNXM90397"	"m00119r"
"m00120c"	"m00120"	"clpndcrn"	""	""	""	""	""	""	""	"clpndcrn"	"MNXM8437"	"m00120c"
"m00120m"	"m00120"	"clpndcrn"	""	""	""	""	""	""	""	"clpndcrn"	"MNXM8437"	"m00120m"
"m00120r"	"m00120"	"clpndcrn"	""	""	""	""	""	""	""	"clpndcrn"	"MNXM8437"	"m00120r"
"m00121c"	"m00121"	"clpndcoa"	"C16166"	"HMDB06267"	"CHEBI:63541"	"53477812"	"LMFA07050048"	"CE4822"	""	"clpndcoa"	"MNXM4529;MNXM97364"	"m00121c"
"m00121m"	"m00121"	"clpndcoa"	"C16166"	"HMDB06267"	"CHEBI:63541"	"53477812"	"LMFA07050048"	"CE4822"	""	"clpndcoa"	"MNXM4529;MNXM97364"	"m00121m"
"m00121r"	"m00121"	"clpndcoa"	"C16166"	"HMDB06267"	"CHEBI:63541"	"53477812"	"LMFA07050048"	"CE4822"	""	"clpndcoa"	"MNXM4529;MNXM97364"	"m00121r"
"m00122c"	"m00122"	""	""	""	""	""	""	""	""	"M00122"	""	"m00122c"
"m00122m"	"m00122"	""	""	""	""	""	""	""	""	"M00122"	""	"m00122m"
"m00122r"	"m00122"	""	""	""	""	""	""	""	""	"M00122"	""	"m00122r"
"m00123c"	"m00123"	""	""	""	""	""	"LMFA07050061"	""	""	"M00123"	"MNXM47370;MNXM499645"	"m00123c"
"m00123m"	"m00123"	""	""	""	""	""	"LMFA07050061"	""	""	"M00123"	"MNXM47370;MNXM499645"	"m00123m"
"m00123r"	"m00123"	""	""	""	""	""	"LMFA07050061"	""	""	"M00123"	"MNXM47370;MNXM499645"	"m00123r"
"m00124c"	"m00124"	"eicostetcrn"	""	""	""	""	""	""	""	"eicostetcrn"	"MNXM8574"	"m00124c"
"m00124m"	"m00124"	"eicostetcrn"	""	""	""	""	""	""	""	"eicostetcrn"	"MNXM8574"	"m00124m"
"m00124r"	"m00124"	"eicostetcrn"	""	""	""	""	""	""	""	"eicostetcrn"	"MNXM8574"	"m00124r"
"m00125c"	"m00125"	"eicostetcoa"	"C16164"	""	""	"23724641"	"LMFA07050047"	"CE4814"	""	"eicostetcoa"	"MNXM5146"	"m00125c"
"m00125m"	"m00125"	"eicostetcoa"	"C16164"	""	""	"23724641"	"LMFA07050047"	"CE4814"	""	"eicostetcoa"	"MNXM5146"	"m00125m"
"m00125r"	"m00125"	"eicostetcoa"	"C16164"	""	""	"23724641"	"LMFA07050047"	"CE4814"	""	"eicostetcoa"	"MNXM5146"	"m00125r"
"m00126c"	"m00126"	"elaidcrn"	""	"HMDB06464"	""	"53477837"	""	""	""	"elaidcrn"	"MNXM173930;MNXM8576"	"m00126c"
"m00126m"	"m00126"	"elaidcrn"	""	"HMDB06464"	""	"53477837"	""	""	""	"elaidcrn"	"MNXM173930;MNXM8576"	"m00126m"
"m00126r"	"m00126"	"elaidcrn"	""	"HMDB06464"	""	"53477837"	""	""	""	"elaidcrn"	"MNXM173930;MNXM8576"	"m00126r"
"m00127c"	"m00127"	""	""	""	""	""	""	""	""	"M00127"	"MNXM11476"	"m00127c"
"m00127m"	"m00127"	""	""	""	""	""	""	""	""	"M00127"	"MNXM11476"	"m00127m"
"m00127r"	"m00127"	""	""	""	""	""	""	""	""	"M00127"	"MNXM11476"	"m00127r"
"m00128c"	"m00128"	"ttdcea"	""	""	""	"68344"	"LMFA01030250"	""	""	"ttdcea"	"MNXM173931;MNXM62836;MNXM641"	"m00128c"
"m00128l"	"m00128"	"ttdcea"	""	""	""	"68344"	"LMFA01030250"	""	""	"ttdcea"	"MNXM173931;MNXM62836;MNXM641"	"m00128l"
"m00128r"	"m00128"	"ttdcea"	""	""	""	"68344"	"LMFA01030250"	""	""	"ttdcea"	"MNXM173931;MNXM62836;MNXM641"	"m00128r"
"m00128s"	"m00128"	"ttdcea"	""	""	""	"68344"	"LMFA01030250"	""	""	"ttdcea"	"MNXM173931;MNXM62836;MNXM641"	"m00128s"
"m00129c"	"m00129"	""	""	""	""	""	""	""	""	"M00129"	""	"m00129c"
"m00129m"	"m00129"	""	""	""	""	""	""	""	""	"M00129"	""	"m00129m"
"m00129r"	"m00129"	""	""	""	""	""	""	""	""	"M00129"	""	"m00129r"
"m00130c"	"m00130"	"tettet6crn"	""	""	""	""	""	""	""	"tettet6crn"	"MNXM9141"	"m00130c"
"m00130r"	"m00130"	"tettet6crn"	""	""	""	""	""	""	""	"tettet6crn"	"MNXM9141"	"m00130r"
"m00131c"	"m00131"	"tettet6coa"	"C16171"	"HMDB06516"	"CHEBI:63548"	"53477846"	"LMFA07050041"	"CE4837"	""	"tettet6coa"	"MNXM1512;MNXM5945"	"m00131c"
"m00131p"	"m00131"	"tettet6coa"	"C16171"	"HMDB06516"	"CHEBI:63548"	"53477846"	"LMFA07050041"	"CE4837"	""	"tettet6coa"	"MNXM1512;MNXM5945"	"m00131p"
"m00131r"	"m00131"	"tettet6coa"	"C16171"	"HMDB06516"	"CHEBI:63548"	"53477846"	"LMFA07050041"	"CE4837"	""	"tettet6coa"	"MNXM1512;MNXM5945"	"m00131r"
"m00132c"	"m00132"	"tettet6"	""	""	""	"152972"	"LMFA01030819"	""	""	"tettet6"	"MNXM12999"	"m00132c"
"m00132l"	"m00132"	"tettet6"	""	""	""	"152972"	"LMFA01030819"	""	""	"tettet6"	"MNXM12999"	"m00132l"
"m00132r"	"m00132"	"tettet6"	""	""	""	"152972"	"LMFA01030819"	""	""	"tettet6"	"MNXM12999"	"m00132r"
"m00132s"	"m00132"	"tettet6"	""	""	""	"152972"	"LMFA01030819"	""	""	"tettet6"	"MNXM12999"	"m00132s"
"m00133c"	"m00133"	"tetpent3crn"	""	""	""	""	""	""	""	"tetpent3crn"	"MNXM9139"	"m00133c"
"m00133r"	"m00133"	"tetpent3crn"	""	""	""	""	""	""	""	"tetpent3crn"	"MNXM9139"	"m00133r"
"m00134c"	"m00134"	"tetpent3coa"	"C16167"	""	"CHEBI:63543"	"23724644"	"LMFA07050049"	"CE4824"	""	"tetpent3coa"	"MNXM169215;MNXM5306"	"m00134c"
"m00134p"	"m00134"	"tetpent3coa"	"C16167"	""	"CHEBI:63543"	"23724644"	"LMFA07050049"	"CE4824"	""	"tetpent3coa"	"MNXM169215;MNXM5306"	"m00134p"
"m00134r"	"m00134"	"tetpent3coa"	"C16167"	""	"CHEBI:63543"	"23724644"	"LMFA07050049"	"CE4824"	""	"tetpent3coa"	"MNXM169215;MNXM5306"	"m00134r"
"m00135c"	"m00135"	"tetpent3"	""	""	""	"52921801"	"LMFA01030821"	""	""	"tetpent3"	"MNXM12997"	"m00135c"
"m00135l"	"m00135"	"tetpent3"	""	""	""	"52921801"	"LMFA01030821"	""	""	"tetpent3"	"MNXM12997"	"m00135l"
"m00135r"	"m00135"	"tetpent3"	""	""	""	"52921801"	"LMFA01030821"	""	""	"tetpent3"	"MNXM12997"	"m00135r"
"m00135s"	"m00135"	"tetpent3"	""	""	""	"52921801"	"LMFA01030821"	""	""	"tetpent3"	"MNXM12997"	"m00135s"
"m00136c"	"m00136"	""	"C03245"	""	""	""	""	""	""	"M00136"	"MNXM15750"	"m00136c"
"m00137c"	"m00137"	""	"C03245"	""	""	""	""	""	""	"M00137"	"MNXM15750"	"m00137c"
"m00138g"	"m00138"	"g1m8masn"	""	""	""	""	""	""	""	"g1m8masn"	"MNXM5381"	"m00138g"
"m00138r"	"m00138"	"g1m8masn"	""	""	""	""	""	""	""	"g1m8masn"	"MNXM5381"	"m00138r"
"m00139g"	"m00139"	"g2m8masn"	""	""	""	""	""	""	""	"g2m8masn"	"MNXM6531"	"m00139g"
"m00139r"	"m00139"	"g2m8masn"	""	""	""	""	""	""	""	"g2m8masn"	"MNXM6531"	"m00139r"
"m00140g"	"m00140"	"g3m8masn"	""	""	""	""	""	""	""	"g3m8masn"	"MNXM6013"	"m00140g"
"m00140r"	"m00140"	"g3m8masn"	""	""	""	""	""	""	""	"g3m8masn"	"MNXM6013"	"m00140r"
"m00141l"	"m00141"	"m2mn"	""	"HMDB06537"	""	"53477854"	""	""	""	"m2mn"	"MNXM6014"	"m00141l"
"m00142g"	"m00142"	"m4masn"	""	""	""	""	""	""	""	"m4masn"	"MNXM6534"	"m00142g"
"m00143g"	"m00143"	"m5masnB1"	""	""	""	""	""	""	""	"m5masnB1"	"MNXM6536"	"m00143g"
"m00144g"	"m00144"	"m5masnB2"	""	""	""	""	""	""	""	"m5masnB2"	"MNXM9447"	"m00144g"
"m00145g"	"m00145"	"m5masnC"	""	""	""	""	""	""	""	"m5masnC"	"MNXM7932"	"m00145g"
"m00146g"	"m00146"	"m6masnA"	""	""	""	""	""	""	""	"m6masnA"	"MNXM9451"	"m00146g"
"m00147g"	"m00147"	"m6masnB1"	""	""	""	""	""	""	""	"m6masnB1"	"MNXM9450"	"m00147g"
"m00148g"	"m00148"	"m6masnB2"	""	""	""	""	""	""	""	"m6masnB2"	"MNXM6538"	"m00148g"
"m00149g"	"m00149"	"m6masnC"	""	""	""	""	""	""	""	"m6masnC"	"MNXM6537"	"m00149g"
"m00150g"	"m00150"	"m7masnA"	""	""	""	""	""	""	""	"m7masnA"	"MNXM5382"	"m00150g"
"m00151g"	"m00151"	"m7masnB"	""	""	""	""	""	""	""	"m7masnB"	"MNXM6539"	"m00151g"
"m00151r"	"m00151"	"m7masnB"	""	""	""	""	""	""	""	"m7masnB"	"MNXM6539"	"m00151r"
"m00152g"	"m00152"	"m7masnC"	""	""	""	""	""	""	""	"m7masnC"	"MNXM9454"	"m00152g"
"m00153g"	"m00153"	"m8masn"	""	""	""	""	""	""	""	"m8masn"	"MNXM6015"	"m00153g"
"m00153r"	"m00153"	"m8masn"	""	""	""	""	""	""	""	"m8masn"	"MNXM6015"	"m00153r"
"m00154r"	"m00154"	"g3m8mpdol__L"	"G00008"	""	""	""	""	""	""	"g3m8mpdol_L"	"MNXM147644"	"m00154r"
"m00155c"	"m00155"	""	"C02693"	""	""	""	""	""	""	"M00155"	"MNXM2239"	"m00155c"
"m00156c"	"m00156"	""	""	""	""	"53481438"	""	"CE2196"	""	"CE2196"	"MNXM31535"	"m00156c"
"m00157c"	"m00157"	"bhb"	"C01089"	"HMDB00011"	"CHEBI:17066"	"92135"	"LMFA01050005"	""	"HC00661"	"bhb"	"MNXM663"	"m00157c"
"m00157m"	"m00157"	"bhb"	"C01089"	"HMDB00011"	"CHEBI:17066"	"92135"	"LMFA01050005"	""	"HC00661"	"bhb"	"MNXM663"	"m00157m"
"m00157s"	"m00157"	"bhb"	"C01089"	"HMDB00011"	"CHEBI:17066"	"92135"	"LMFA01050005"	""	"HC00661"	"bhb"	"MNXM663"	"m00157s"
"m00158c"	"m00158"	""	"C04618"	""	""	""	""	""	"HC01321"	"HC01321"	"MNXM91793"	"m00158c"
"m00159m"	"m00159"	"3hbcoa__R"	"C03561"	""	"CHEBI:15452"	"11966146"	""	""	""	"3hbcoa_R"	"MNXM1058"	"m00159m"
"m00160c"	"m00160"	""	"C04619"	""	""	""	""	""	"HC01322"	"HC01322"	"MNXM7127"	"m00160c"
"m00161c"	"m00161"	""	"C04620"	""	""	""	""	""	"HC01323"	"HC01323"	"MNXM10019"	"m00161c"
"m00162c"	"m00162"	""	"C04633"	""	""	""	""	""	"HC01326"	"HC01326"	"MNXM2576"	"m00162c"
"m00163c"	"m00163"	"4ppcys"	"C04352"	""	"CHEBI:15769"	"440304"	""	""	"HC01276"	"4ppcys"	"MNXM483"	"m00163c"
"m00163m"	"m00163"	"4ppcys"	"C04352"	""	"CHEBI:15769"	"440304"	""	""	"HC01276"	"4ppcys"	"MNXM483"	"m00163m"
"m00164c"	"m00164"	"5dpmev"	"C01143"	""	"CHEBI:15899"	"439418"	""	""	"HC00685"	"5dpmev"	"MNXM689"	"m00164c"
"m00165c"	"m00165"	"5pmev"	"C01107"	""	"CHEBI:17436"	"439400"	""	""	"HC00670"	"5pmev"	"MNXM567"	"m00165c"
"m00166m"	"m00166"	"mmcoa__R"	"C01213"	""	"CHEBI:15465"	"439291"	""	""	"HC00721"	"mmcoa_R"	"MNXM608"	"m00166m"
"m00167c"	"m00167"	"mev__R"	"C00418"	"HMDB00227"	"CHEBI:25351"	"449"	""	""	"HC00343"	"mev_R"	"MNXM333"	"m00167c"
"m00167p"	"m00167"	"mev__R"	"C00418"	"HMDB00227"	"CHEBI:25351"	"449"	""	""	"HC00343"	"mev_R"	"MNXM333"	"m00167p"
"m00168c"	"m00168"	"lgt__S"	"C03451"	""	"CHEBI:15694"	"440018"	""	""	""	"lgt_S"	"MNXM1253"	"m00168c"
"m00168m"	"m00168"	"lgt__S"	"C03451"	""	"CHEBI:15694"	"440018"	""	""	""	"lgt_S"	"MNXM1253"	"m00168m"
"m00169c"	"m00169"	""	"C02356"	"HMDB00452"	"CHEBI:35619"	"80283"	"LMFA01100034"	""	""	"C02356"	"MNXM17054"	"m00169c"
"m00170m"	"m00170"	""	""	""	""	""	""	""	""	"M00170"	"MNXM164005"	"m00170m"
"m00170p"	"m00170"	""	""	""	""	""	""	""	""	"M00170"	"MNXM164005"	"m00170p"
"m00171m"	"m00171"	"3hmbcoa"	"C04405"	""	"CHEBI:15449"	"11966220"	""	""	"HC01287"	"3hmbcoa"	"MNXM701"	"m00171m"
"m00172m"	"m00172"	""	""	""	""	""	""	""	""	"M00172"	""	"m00172m"
"m00172p"	"m00172"	""	""	""	""	""	""	""	""	"M00172"	""	"m00172p"
"m00173m"	"m00173"	"3hbcoa"	"C01144"	""	"CHEBI:15453"	"9543037"	""	""	"HC00686"	"3hbcoa"	"MNXM446"	"m00173m"
"m00173p"	"m00173"	"3hbcoa"	"C01144"	""	"CHEBI:15453"	"9543037"	""	""	"HC00686"	"3hbcoa"	"MNXM446"	"m00173p"
"m00174m"	"m00174"	""	"C05262"	""	"CHEBI:27668"	"440603"	"LMFA07050012"	""	"HC01401"	"3hddcoa"	"MNXM733"	"m00174m"
"m00174p"	"m00174"	""	"C05262"	""	"CHEBI:27668"	"440603"	"LMFA07050012"	""	"HC01401"	"3hddcoa"	"MNXM733"	"m00174p"
"m00175m"	"m00175"	""	"C05258"	""	"CHEBI:27402"	"11966179"	"LMFA07050032"	""	"HC01397"	"HC01397"	"MNXM825"	"m00175m"
"m00175p"	"m00175"	""	"C05258"	""	"CHEBI:27402"	"11966179"	"LMFA07050032"	""	"HC01397"	"HC01397"	"MNXM825"	"m00175p"
"m00176m"	"m00176"	""	""	""	""	""	""	""	"HC10857"	"HC10857"	""	"m00176m"
"m00176p"	"m00176"	""	""	""	""	""	""	""	"HC10857"	"HC10857"	""	"m00176p"
"m00177m"	"m00177"	""	""	""	""	"53481439"	""	"CE2592"	"HC12592"	"CE2592"	"MNXM31749"	"m00177m"
"m00177p"	"m00177"	""	""	""	""	"53481439"	""	"CE2592"	"HC12592"	"CE2592"	"MNXM31749"	"m00177p"
"m00178m"	"m00178"	""	"C05260"	""	"CHEBI:27466"	"46173488"	"LMFA07050033"	""	"HC01399"	"3htdcoa"	"MNXM767"	"m00178m"
"m00178p"	"m00178"	""	"C05260"	""	"CHEBI:27466"	"46173488"	"LMFA07050033"	""	"HC01399"	"3htdcoa"	"MNXM767"	"m00178p"
"m00179c"	"m00179"	"sl__L"	"C11499"	""	"CHEBI:16712"	"443233"	""	""	""	"sl_L"	"MNXM90148"	"m00179c"
"m00179m"	"m00179"	"sl__L"	"C11499"	""	"CHEBI:16712"	"443233"	""	""	""	"sl_L"	"MNXM90148"	"m00179m"
"m00179s"	"m00179"	"sl__L"	"C11499"	""	"CHEBI:16712"	"443233"	""	""	""	"sl_L"	"MNXM90148"	"m00179s"
"m00180c"	"m00180"	"dhor__S"	"C00337"	""	"CHEBI:17025"	""	""	""	"HC00285"	"dhor_S"	"MNXM252"	"m00180c"
"m00181m"	"m00181"	""	"C05264"	""	"CHEBI:28325"	"11966158"	"LMFA07050014"	""	"HC01403"	"3hdcoa"	"MNXM674"	"m00181m"
"m00181p"	"m00181"	""	"C05264"	""	"CHEBI:28325"	"11966158"	"LMFA07050014"	""	"HC01403"	"3hdcoa"	"MNXM674"	"m00181p"
"m00182m"	"m00182"	""	"C05268"	""	"CHEBI:28276"	"11966160"	"LMFA07050017"	""	"HC01407"	"HC01407"	"MNXM757"	"m00182m"
"m00182p"	"m00182"	""	"C05268"	""	"CHEBI:28276"	"11966160"	"LMFA07050017"	""	"HC01407"	"HC01407"	"MNXM757"	"m00182p"
"m00183m"	"m00183"	""	"C05266"	""	"CHEBI:28632"	"11966216"	"LMFA07050015"	""	"HC01405"	"HC01405"	"MNXM766"	"m00183m"
"m00183p"	"m00183"	""	"C05266"	""	"CHEBI:28632"	"11966216"	"LMFA07050015"	""	"HC01405"	"HC01405"	"MNXM766"	"m00183p"
"m00184c"	"m00184"	"ACP"	"C00229"	""	""	""	""	""	"HC00207"	"ACP"	"MNXM925"	"m00184c"
"m00185c"	"m00185"	"apoC"	""	""	""	""	""	""	""	"apoC"	"MNXM7077"	"m00185c"
"m00186c"	"m00186"	""	"C05780"	""	""	""	"PROTEIN"	""	"HC01944"	"HC01944"	"MNXM8317"	"m00186c"
"m00186l"	"m00186"	""	"C05780"	""	""	""	"PROTEIN"	""	"HC01944"	"HC01944"	"MNXM8317"	"m00186l"
"m00186s"	"m00186"	""	"C05780"	""	""	""	"PROTEIN"	""	"HC01944"	"HC01944"	"MNXM8317"	"m00186s"
"m00187c"	"m00187"	""	"C01141"	""	""	""	""	""	""	"M00187"	"MNXM16265"	"m00187c"
"m00188c"	"m00188"	""	"C06409"	""	""	""	""	""	""	"M00188"	"MNXM19304"	"m00188c"
"m00189c"	"m00189"	""	"C06410"	""	""	""	""	""	""	"M00189"	"MNXM92066"	"m00189c"
"m00190c"	"m00190"	""	"C01003"	""	""	""	""	""	""	"M00190"	"MNXM96087"	"m00190c"
"m00191c"	"m00191"	""	"C03875"	""	""	""	""	""	""	"M00191"	"MNXM92465"	"m00191c"
"m00192c"	"m00192"	""	"C02307"	""	""	""	""	""	""	"M00192"	"MNXM5276"	"m00192c"
"m00193c"	"m00193"	""	"C02308"	""	""	""	""	""	""	"M00193"	"MNXM4083"	"m00193c"
"m00194c"	"m00194"	""	"C04506"	""	""	""	""	""	""	"M00194"	"MNXM5285"	"m00194c"
"m00195c"	"m00195"	""	"C04748"	""	""	""	""	""	""	"M00195"	"MNXM6400"	"m00195c"
"m00196c"	"m00196"	""	"C00017"	""	"CHEBI:16541"	""	""	""	""	"M00196;protein"	"MNXM78340"	"m00196c"
"m00197c"	"m00197"	""	"C00613"	""	""	""	""	""	""	"M00197"	"MNXM146517"	"m00197c"
"m00198c"	"m00198"	"Asn_X_Ser_Thr"	"C03021"	""	""	""	""	""	""	"Asn_X_Ser_Thr"	"MNXM145923"	"m00198c"
"m00198l"	"m00198"	"Asn_X_Ser_Thr"	"C03021"	""	""	""	""	""	""	"Asn_X_Ser_Thr"	"MNXM145923"	"m00198l"
"m00198r"	"m00198"	"Asn_X_Ser_Thr"	"C03021"	""	""	""	""	""	""	"Asn_X_Ser_Thr"	"MNXM145923"	"m00198r"
"m00199c"	"m00199"	""	"C03022"	""	""	""	""	""	""	"M00199"	"MNXM4791"	"m00199c"
"m00200c"	"m00200"	""	"C02743"	""	""	""	""	""	""	"M00200"	"MNXM73306"	"m00200c"
"m00201c"	"m00201"	""	"C02583"	""	""	""	""	""	""	"M00201"	"MNXM6401"	"m00201c"
"m00202c"	"m00202"	""	"C03306"	""	""	""	""	""	""	"M00202"	"MNXM93864"	"m00202c"
"m00203c"	"m00203"	""	"C04311"	""	""	""	""	""	""	"M00203"	"MNXM12776"	"m00203c"
"m00204c"	"m00204"	"peplys"	"C02188"	""	""	""	""	""	"HC00904"	"peplys"	"MNXM149166"	"m00204c"
"m00204n"	"m00204"	"peplys"	"C02188"	""	""	""	""	""	"HC00904"	"peplys"	"MNXM149166"	"m00204n"
"m00204s"	"m00204"	"peplys"	"C02188"	""	""	""	""	""	"HC00904"	"peplys"	"MNXM149166"	"m00204s"
"m00205c"	"m00205"	"Ser_Gly_Ala_X_Gly"	"C02189"	""	""	""	""	""	""	"Ser_Gly_Ala_X_Gly"	"MNXM146222"	"m00205c"
"m00205g"	"m00205"	"Ser_Gly_Ala_X_Gly"	"C02189"	""	""	""	""	""	""	"Ser_Gly_Ala_X_Gly"	"MNXM146222"	"m00205g"
"m00205l"	"m00205"	"Ser_Gly_Ala_X_Gly"	"C02189"	""	""	""	""	""	""	"Ser_Gly_Ala_X_Gly"	"MNXM146222"	"m00205l"
"m00205r"	"m00205"	"Ser_Gly_Ala_X_Gly"	"C02189"	""	""	""	""	""	""	"Ser_Gly_Ala_X_Gly"	"MNXM146222"	"m00205r"
"m00206c"	"m00206"	""	"C00585"	""	""	""	""	""	""	"M00206"	"MNXM7713"	"m00206c"
"m00207c"	"m00207"	""	"C03636"	""	""	""	""	""	""	"M00207"	"MNXM21326"	"m00207c"
"m00208c"	"m00208"	""	"C16832"	""	""	""	""	""	""	"M00208"	"MNXM21289"	"m00208c"
"m00209c"	"m00209"	""	"C16237"	""	""	""	""	""	""	"M00209"	"MNXM96070"	"m00209c"
"m00210c"	"m00210"	""	"C16236"	""	""	""	""	""	""	"M00210"	"MNXM4090"	"m00210c"
